source_database,pmid,title,abstract,journal,year,publication_types,authors,doi,mesh_terms,url,source_databases_found,openalex_id,concepts,type,cited_by_count,dedupe_key,duplicate_group
OpenAlex,,Postpartum Emergency Department Visits and Inpatient Readmissions in a Medicaid Population of Mothers,"BACKGROUND: Little comprehensive literature exists to broadly examine risk factors for emergency department (ED) utilization or inpatient admission after obstetrical delivery. MATERIALS AND METHODS: We conducted a retrospective cohort study of Medicaid-insured women from 2009 to 2012 who delivered at a regional perinatal center in the Mid-Atlantic. Women were included if Medicaid was the primary payer of record for the delivery and there was continuous 9-month predelivery Medicaid eligibility. Electronic obstetrical data were linked to Medicaid claims for 9-month prenatal and 6-month postpartum care following delivery. Negative binomial regression was used to examine factors associated with an ED visit; multivariable logistic regression was used to examine factors associated with hospital admission. RESULTS: Following 4484 births, 1564 (34.9%) mothers had an ED visit, and 298 (6.6%) a hospital admission, within 6 months of delivery. Mother's race was significantly associated with both ED visits and inpatient admissions, whereas age and marital status were associated with ED use. Medical comorbidities, tobacco and substance use, cesarean delivery, and severe obstetrical morbidity were associated with both ED visits and hospital admission. In addition, both prenatal opioid use and bipolar disorder increased the odds of ED use and hospital admission. CONCLUSIONS: Medical, social, and behavioral characteristics of women, as well as cesarean delivery, were associated with increased medical utilization in the postpartum.",Journal of Women s Health,2017,,Deborah B. Ehrenthal; Katie Gelinas; David A. Paul; Abiy Agiro; Cynthia Denemark; Anthony J. Brazen; Michael Pollack; Matthew Hoffman,https://doi.org/10.1089/jwh.2016.6180,,https://openalex.org/W2735288479,,https://openalex.org/W2735288479,Medicine; Medicaid; Emergency department; Logistic regression; Prenatal care; Odds ratio; Medical record; Population; Marital status; Emergency medicine; Retrospective cohort study; Pregnancy; Family medicine; Health care; Psychiatry; Pathology; Biology; Environmental health; Internal medicine; Economic growth; Economics; Radiology; Genetics,article,25,doi:10 1089 jwh 2016 6180,255
PubMed,30570588,Affordable Care Act-dependent Insurance Coverage and Access to Care Among Young Adult Women With a Recent Live Birth.,"The Affordable Care Act (ACA)-dependent coverage Provision (the Provision), implemented in 2010, extended family insurance coverage to adult children until age 26.; To examine the impact of the ACA Provision on insurance coverage and care among women with a recent live birth.; We conducted a difference-in-difference analysis to assess the effect of the Provision using data from the Pregnancy Risk Assessment Monitoring System among 22,599 women aged 19-25 (treatment group) and 22,361 women aged 27-31 years (control group). Outcomes include insurance coverage in the month before and during pregnancy, and at delivery, and receipt of timely prenatal care, a postpartum check-up, and postpartum contraceptive use.; Compared with the control group, the Provision was associated with a 4.7-percentage point decrease in being uninsured and a 5.9-percentage point increase in private insurance coverage in the month before pregnancy, and a 5.4-percentage point increase in private insurance coverage and a 5.9-percentage point decrease in Medicaid coverage during pregnancy, with similar changes in insurance coverage at delivery. Findings demonstrated a 3.6-percentage point increase in receipt of timely prenatal care, and no change in receipt of a postpartum check-up or postpartum contraceptive use.; Among women with a recent live birth, the Provision was associated with a decreased likelihood of being uninsured and increased private insurance coverage in the month before pregnancy, a shift from Medicaid to private insurance coverage during pregnancy and at delivery, and an increased likelihood of receiving timely prenatal care.",Medical care,2019,Journal Article,Rui Li; Brenda Bauman; Denise V D'Angelo; Leslie L Harrison; Lee Warner; Wanda D Barfield; Shanna Cox,10.1097/MLR.0000000000001044,"Adult; Female; Health Services Accessibility; Humans; Insurance Coverage; Insurance, Health; Live Birth; Medicaid; Patient Protection and Affordable Care Act; Postnatal Care; Pregnancy; Pregnancy Outcome; Prenatal Care; United States; Young Adult",https://pubmed.ncbi.nlm.nih.gov/30570588/,,,,,,doi:10 1097 mlr 0000000000001044,259
OpenAlex,,Affordable Care Act–dependent Insurance Coverage and Access to Care Among Young Adult Women With a Recent Live Birth,"BACKGROUND: The Affordable Care Act (ACA)-dependent coverage Provision (the Provision), implemented in 2010, extended family insurance coverage to adult children until age 26. OBJECTIVES: To examine the impact of the ACA Provision on insurance coverage and care among women with a recent live birth. RESEARCH DESIGN, SUBJECTS, AND OUTCOME MEASURES: We conducted a difference-in-difference analysis to assess the effect of the Provision using data from the Pregnancy Risk Assessment Monitoring System among 22,599 women aged 19-25 (treatment group) and 22,361 women aged 27-31 years (control group). Outcomes include insurance coverage in the month before and during pregnancy, and at delivery, and receipt of timely prenatal care, a postpartum check-up, and postpartum contraceptive use. RESULTS: Compared with the control group, the Provision was associated with a 4.7-percentage point decrease in being uninsured and a 5.9-percentage point increase in private insurance coverage in the month before pregnancy, and a 5.4-percentage point increase in private insurance coverage and a 5.9-percentage point decrease in Medicaid coverage during pregnancy, with similar changes in insurance coverage at delivery. Findings demonstrated a 3.6-percentage point increase in receipt of timely prenatal care, and no change in receipt of a postpartum check-up or postpartum contraceptive use. CONCLUSIONS: Among women with a recent live birth, the Provision was associated with a decreased likelihood of being uninsured and increased private insurance coverage in the month before pregnancy, a shift from Medicaid to private insurance coverage during pregnancy and at delivery, and an increased likelihood of receiving timely prenatal care.",Medical Care,2018,,Rui Li; Brenda L. Bauman; Denise V. D’Angelo; Leslie Harrison; Lee Warner; Wanda D. Barfield; Shanna Cox,https://doi.org/10.1097/mlr.0000000000001044,,https://openalex.org/W2907567201,,https://openalex.org/W2907567201,Health insurance; Business; Actuarial science; Family medicine; Environmental health; Medicine; Health care; Economic growth; Economics,article,10,doi:10 1097 mlr 0000000000001044,259
PubMed,33707142,Bridging the Chasm between Pregnancy and Health over the Life Course: A National Agenda for Research and Action.,"Many pregnant people find no bridge to ongoing specialty or primary care after giving birth, even when clinical and social complications of pregnancy signal need. Black, indigenous, and all other women of color are especially harmed by fragmented care and access disparities, coupled with impacts of racism over the life course and in health care.; We launched the initiative ""Bridging the Chasm between Pregnancy and Health across the Life Course"" in 2018, bringing together patients, advocates, providers, researchers, policymakers, and systems innovators to create a National Agenda for Research and Action. We held a 2-day conference that blended storytelling, evidence analysis, and consensus building to identify key themes related to gaps in care and root causes of inequities. In 2019, more than 70 stakeholders joined six working groups to reach consensus on strategic priorities based on equity, innovation, effectiveness, and feasibility.; Working groups identified six key strategic areas for bridging the chasm. These include: 1) progress toward eliminating institutional and interpersonal racism and bias as a requirement for accreditation of health care institutions, 2) infrastructure support for community-based organizations, 3) extension of holistic team-based care to the postpartum year and beyond, with integration of doulas and community health workers on the team, 4) extension of Medicaid coverage and new quality and pay-for-performance metrics to link maternity care and primary care, 5) systems to preserve maternal narratives and data across providers, and 6) alignment of research with women's lived experiences.; The resulting agenda presents a path forward to remedy the structural chasms in women's health care, with key roles for advocates, policymakers, researchers, health care leaders, educators, and the media.",Women's health issues : official publication of the Jacobs Institute of Women's Health,2021,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Lois McCloskey; Judith Bernstein; The Bridging The Chasm Collaborative; Ndidimaka Amutah-Onukagha; Jodi Anthony; Mary Barger; Candice Belanoff; Trude Bennett; Chloe E Bird; Denise Bolds; Burke-Weber Brenna; Rebecca Carter; Ann Celi; Breanna Chachere; Joia Crear-Perry; Chase Crossno; Alba Cruz-Davis; Karla Damus; Alissa Dangel; Zendilli Depina; Phyllisa Deroze; Colette Dieujuste; Annie Dude; Joyce Edmonds; Daniel Enquobahrie; Ebosetale Eromosele; Erin Ferranti; Mary Fitzmaurice; Christina Gebel; Linda Goler Blount; Ann Greiner; Sue Gullo; Amy Haddad; Nneka Hall; Arden Handler; Irene Headen; Lisa Heelan-Fancher; Teri Hernandez; Kay Johnson; Emily Jones; NeKeshia Jones; Stacey Klaman; Barbara Lund; Monica Mallampalli; Lilly Marcelin; Cassondra Marshall; Bridgette Maynard; Shondra McCage; Suzanne Mitchell; Rose Molina; Suzi Montasir; Jacinda Nicklas; Alyson Northrup; Anna Norton; Ebere Oparaeke; Athena Ramos; Sue Rericha; Elena Rios; Joan Rosen Bloch; Cassie Ryan; Suzanne Sarfaty; Ellen Seely; Vivienne Souter; Martina Spain; Randiesa Spires; Suzanne Theberge; Tamara Thompson; Madi Wachman; Tina Yarrington; Lynn M Yee; Chloe Zera; Working Group Advisors; Janine Clayton; Christina Lachance,10.1016/j.whi.2021.01.002,"Delivery of Health Care; Female; Humans; Maternal Health Services; Parturition; Pregnancy; Racism; Reimbursement, Incentive",https://pubmed.ncbi.nlm.nih.gov/33707142/,,,,,,doi:10 1016 j whi 2021 01 002,261
OpenAlex,,Bridging the Chasm between Pregnancy and Health over the Life Course: A National Agenda for Research and Action,,Women s Health Issues,2021,,Lois McCloskey; Judith Bernstein; The Bridging the Chasm Collaborative; Ndidimaka Amutah-Onukagha; Jodi Anthony; Mary K. Barger; Candice Belanoff; Trude Bennett; Chloe E. Bird; Denise Bolds; Burke-Weber Brenna; Rebecca A. Carter; Ann C. Celi; Breanna Chachere; Joia Crear-Perry; Chase Crossno; Alba Cruz-Davis; Karla Damus; Alissa Dangel; Zendilli Depina; Phyllisa Smith Deroze; Colette Dieujuste; Annie Dude; Joyce K. Edmonds; Daniel A. Enquobahrie; Ebosetale Eromosele; Erin P. Ferranti; Mary Fitzmaurice; Christina Gebel; Linda Goler Blount; Ann C. Greiner; Sue Gullo; Amy Haddad; Nneka Hall; Arden Handler; Irene Headen; Lisa Heelan‐Fancher; Teri L. Hernandez; Kay Johnson; Emily J. Jones; NeKeshia Jones; Stacey L. Klaman; Barbara M. Lund; Monica P. Mallampalli; Lilly Marcelin; Cassondra Marshall; Bridgette Maynard; Shondra McCage; Suzanne Mitchell; Rose L. Molina; Suzi Montasir; Jacinda M. Nicklas; Alyson Northrup; Anna Norton; Ebere Oparaeke; Athena K. Ramos; Sue Rericha; Elena Ríos; Joan Rosen Bloch; Cassie Ryan; Suzanne Sarfaty; Ellen W. Seely; Vivienne Souter; Martina Spain; Randiesa Spires; Suzanne Theberge; Tamara Thompson; Madi Wachman; Tina Yarrington; Lynn M. Yee; Chloe Zera; Janine A. Clayton; Christina Lachance,https://doi.org/10.1016/j.whi.2021.01.002,,https://openalex.org/W3133533244,,https://openalex.org/W3133533244,Health care; Public relations; Life course approach; Participatory action research; Health equity; Equity (law); Nursing; Social determinants of health; Political science; Medicine; Psychology; Sociology; Social psychology; Law; Anthropology,article,42,doi:10 1016 j whi 2021 01 002,261
PubMed,31215464,Estimating the proportion of Medicaid-eligible pregnant women in Louisiana who do not get abortions when Medicaid does not cover abortion.,"To estimate the proportion of pregnant women in Louisiana who do not obtain abortions because Medicaid does not cover abortion.; Two hundred sixty nine women presenting at first prenatal visits in Southern Louisiana, 2015-2017, completed self-administered iPad surveys and structured interviews. Women reporting having considered abortion were asked whether Medicaid not paying for abortion was a reason they had not had an abortion. Using study data and published estimates of births, abortions, and Medicaid-covered births in Louisiana, we projected the proportion of Medicaid births that would instead be abortions if Medicaid covered abortion in Louisiana.; 28% considered abortion. Among women with Medicaid, 7.2% [95% CI 4.1-12.3] reported Medicaid not paying as a reason they did not have an abortion. Existing estimates suggest 10% of Louisiana pregnancies end in abortion. If Medicaid covered abortion, this would increase to 14% [95% CI 12, 16]. 29% [95% CI 19, 41] of Medicaid eligible pregnant women who would have an abortion with Medicaid coverage, instead give birth.; For a substantial proportion of pregnant women in Louisiana, the lack of Medicaid funding remains an insurmountable barrier to obtaining an abortion. Forty years after the Hyde Amendment was passed, lack of Medicaid funding for abortion continues to have substantial impacts on women's ability to obtain abortions.",BMC women's health,2019,"Journal Article; Research Support, Non-U.S. Gov't",Sarah C M Roberts; Nicole E Johns; Valerie Williams; Erin Wingo; Ushma D Upadhyay,10.1186/s12905-019-0775-5,"Abortion, Induced; Abortion, Legal; Adult; Female; Health Services Accessibility; Humans; Louisiana; Medicaid; Pregnancy; Pregnant People; United States; Young Adult",https://pubmed.ncbi.nlm.nih.gov/31215464/,,,,,,doi:10 1186 s12905 019 0775 5,267
OpenAlex,,Estimating the proportion of Medicaid-eligible pregnant women in Louisiana who do not get abortions when Medicaid does not cover abortion,"BACKGROUND: To estimate the proportion of pregnant women in Louisiana who do not obtain abortions because Medicaid does not cover abortion. METHODS: Two hundred sixty nine women presenting at first prenatal visits in Southern Louisiana, 2015-2017, completed self-administered iPad surveys and structured interviews. Women reporting having considered abortion were asked whether Medicaid not paying for abortion was a reason they had not had an abortion. Using study data and published estimates of births, abortions, and Medicaid-covered births in Louisiana, we projected the proportion of Medicaid births that would instead be abortions if Medicaid covered abortion in Louisiana. RESULTS: 28% considered abortion. Among women with Medicaid, 7.2% [95% CI 4.1-12.3] reported Medicaid not paying as a reason they did not have an abortion. Existing estimates suggest 10% of Louisiana pregnancies end in abortion. If Medicaid covered abortion, this would increase to 14% [95% CI 12, 16]. 29% [95% CI 19, 41] of Medicaid eligible pregnant women who would have an abortion with Medicaid coverage, instead give birth. CONCLUSIONS: For a substantial proportion of pregnant women in Louisiana, the lack of Medicaid funding remains an insurmountable barrier to obtaining an abortion. Forty years after the Hyde Amendment was passed, lack of Medicaid funding for abortion continues to have substantial impacts on women's ability to obtain abortions.",BMC Women s Health,2019,,Sarah C. M. Roberts; Nicole E. Johns; Valerie Williams; Erin Wingo; Ushma D. Upadhyay,https://doi.org/10.1186/s12905-019-0775-5,,https://openalex.org/W2949435526,,https://openalex.org/W2949435526,Medicaid; Abortion; Medicine; Demography; Family medicine; Pregnancy; Obstetrics; Health care; Political science; Law; Genetics; Biology; Sociology,article,31,doi:10 1186 s12905 019 0775 5,267
PubMed,24474651,Utilization of primary and obstetric care after medically complicated pregnancies: an analysis of medical claims data.,"Because pregnancy complications, including gestational diabetes mellitus (GDM) and hypertensive disorders in pregnancy, are risk factors for diabetes and cardiovascular disease, post-delivery follow-up is recommended.; To determine predictors of post-delivery primary and obstetric care utilization in women with and without medical complications.; Five-year retrospective cohort study using commercial and Medicaid insurance claims in Maryland.; 7,741 women with a complicated pregnancy (GDM, hypertensive disorders and pregestational diabetes mellitus [DM]) and 23,599 women with a comparison pregnancy.; We compared primary and postpartum obstetric care utilization rates in the 12 months after delivery between the complicated and comparison pregnancy groups. We conducted multivariate logistic regression to assess the association between pregnancy complications, sociodemographic predictor variables and utilization of care, stratified by insurance type.; Women with a complicated pregnancy were older at delivery (p < 0.001), with higher rates of cesarean delivery (p < 0.0001) and preterm labor or delivery (p < 0.0001). Among women with Medicaid, 56.6% in the complicated group and 51.7% in the comparison group attended a primary care visit. Statistically significant predictors of receiving a primary care visit included non-Black race, older age, preeclampsia or DM, and depression. Among women with commercial health insurance, 60.0% in the complicated group and 49.5% in the comparison group attended a primary care visit. Pregnancy complication did not predict a primary care visit among women with commercial insurance.; Women with pregnancy complications were more likely to attend primary care visits post-delivery compared to the comparison group, but overall visit rates were low. Although Medicaid expansion has potential to increase coverage, innovative models for preventive health services after delivery are needed to target women at higher risk for chronic disease development.",Journal of general internal medicine,2014,"Journal Article; Research Support, N.I.H., Extramural",Wendy L Bennett; Hsien-Yen Chang; David M Levine; Lin Wang; Donna Neale; Erika F Werner; Jeanne M Clark,10.1007/s11606-013-2744-2,"Adolescent; Adult; Cohort Studies; Female; Follow-Up Studies; Humans; Insurance Claim Review; Insurance, Health; Maryland; Medicaid; Obstetrics; Patient Acceptance of Health Care; Pregnancy; Pregnancy Complications; Primary Health Care; Retrospective Studies; United States; Young Adult",https://pubmed.ncbi.nlm.nih.gov/24474651/,,,,,,doi:10 1007 s11606 013 2744 2,273
OpenAlex,,Utilization of Primary and Obstetric Care After Medically Complicated Pregnancies: An Analysis of Medical Claims Data,,Journal of General Internal Medicine,2014,,Wendy L. Bennett; Hsien‐Yen Chang; David M. Levine; Lin Wang; Donna M Neale; Erika F. Werner; Jeanne M. Clark,https://doi.org/10.1007/s11606-013-2744-2,,https://openalex.org/W2015833610,,https://openalex.org/W2015833610,Medicine; Pregnancy; Gestational diabetes; Medicaid; Obstetrics; Preeclampsia; Logistic regression; Retrospective cohort study; Diabetes mellitus; Health care; Gestation; Internal medicine; Economic growth; Endocrinology; Genetics; Economics; Biology,article,208,doi:10 1007 s11606 013 2744 2,273
PubMed,28420438,Distance traveled for Medicaid-covered abortion care in California.,"Access to abortion care in the United States is limited by the availability of abortion providers and their geographic distribution. We aimed to assess how far women travel for Medicaid-funded abortion in California and identify disparities in access to abortion care.; We obtained data on all abortions reimbursed by the fee-for-service California state Medicaid program (Medi-Cal) in 2011 and 2012 and examined distance traveled to obtain abortion care by several demographic and abortion-related factors. Mixed-effects multivariable logistic regression models were constructed to examine factors associated with traveling 50 miles or more. County-level t-tests and linear regressions were conducted to examine the effects of a Medi-Cal abortion provider in a county on overall and urban/rural differences in utilization.; 11.9% (95% CI: 11.5-12.2%) of women traveled 50 miles or more. Women obtaining second trimester or later abortions (21.7%), women obtaining abortions at hospitals (19.9%), and rural women (51.0%) were most likely to travel 50 miles or more. Across the state, 28 counties, home to 10% of eligible women, did not have a facility routinely providing Medi-Cal-covered abortions.; Efforts are needed to expand the number of abortion providers that accept Medi-Cal. This could be accomplished by increasing Medi-Cal reimbursement rates, increasing the types of providers who can provide abortions, and expanding the use of telemedicine. If national trends in declining unintended pregnancy and abortion rates continue, careful attention should be paid to ensure that reduced demand does not lead to greater disparities in geographic and financial access to abortion care by ensuring that providers accepting Medicaid payment are available and widely distributed.",BMC health services research,2017,Journal Article; Observational Study,Nicole E Johns; Diana Greene Foster; Ushma D Upadhyay,10.1186/s12913-017-2241-0,"Abortion, Induced; Adolescent; Adult; Ambulatory Care; California; Fee-for-Service Plans; Female; Health Services Accessibility; Hospitals; Humans; Logistic Models; Medicaid; Office Visits; Pregnancy; Pregnancy Trimester, Second; Pregnancy Trimester, Third; Prospective Studies; Rural Health; Travel; United States; Urban Health; Young Adult",https://pubmed.ncbi.nlm.nih.gov/28420438/,,,,,,doi:10 1186 s12913 017 2241 0,284
OpenAlex,,Distance traveled for Medicaid-covered abortion care in California,"BACKGROUND: Access to abortion care in the United States is limited by the availability of abortion providers and their geographic distribution. We aimed to assess how far women travel for Medicaid-funded abortion in California and identify disparities in access to abortion care. METHODS: We obtained data on all abortions reimbursed by the fee-for-service California state Medicaid program (Medi-Cal) in 2011 and 2012 and examined distance traveled to obtain abortion care by several demographic and abortion-related factors. Mixed-effects multivariable logistic regression models were constructed to examine factors associated with traveling 50 miles or more. County-level t-tests and linear regressions were conducted to examine the effects of a Medi-Cal abortion provider in a county on overall and urban/rural differences in utilization. RESULTS: 11.9% (95% CI: 11.5-12.2%) of women traveled 50 miles or more. Women obtaining second trimester or later abortions (21.7%), women obtaining abortions at hospitals (19.9%), and rural women (51.0%) were most likely to travel 50 miles or more. Across the state, 28 counties, home to 10% of eligible women, did not have a facility routinely providing Medi-Cal-covered abortions. CONCLUSIONS: Efforts are needed to expand the number of abortion providers that accept Medi-Cal. This could be accomplished by increasing Medi-Cal reimbursement rates, increasing the types of providers who can provide abortions, and expanding the use of telemedicine. If national trends in declining unintended pregnancy and abortion rates continue, careful attention should be paid to ensure that reduced demand does not lead to greater disparities in geographic and financial access to abortion care by ensuring that providers accepting Medicaid payment are available and widely distributed.",BMC Health Services Research,2017,,Nicole E. Johns; Diana Greene Foster; Ushma D. Upadhyay,https://doi.org/10.1186/s12913-017-2241-0,,https://openalex.org/W2606342264,,https://openalex.org/W2606342264,Abortion; Medicaid; Medicine; Demography; Logistic regression; Family medicine; Pregnancy; Health care; Economic growth; Internal medicine; Biology; Genetics; Sociology; Economics,article,35,doi:10 1186 s12913 017 2241 0,284
PubMed,30156498,Prepregnancy Insurance and Timely Prenatal Care for Medicaid Births: Before and After the Affordable Care Act in Ohio.,"Background/Objective: Persistent instability in insurance coverage before and after pregnancy among low-income mothers in the United States contributes to delayed prenatal care and poor infant outcomes. States that expand Medicaid under the Affordable Care Act (ACA) make public insurance free for many low-income women regardless of parental or pregnancy status. Our objective is to analyze the effects of expanding Medicaid in Ohio on enrollment of pregnant women and receipt of recommended prenatal care. A key objective in the state is to address infant mortality as Ohio ranks above the national average and racial disparities persist. Materials and Methods: We used linked enrollment/claims/birth certificate data for women with Medicaid-paid deliveries/births, aged 19-44 years with months of last menstrual period (LMP) in calendar year 2011-2015 (N = 290,091). We used interrupted time-series analysis of enrollment prepregnancy and receipt of guideline-concordant screenings (anemia, asymptomatic bacteriuria, chlamydia, human immunodeficiency virus [HIV], and TORCH) and prenatal vitamins after versus before the expansion. We stratified by parity since first-time mothers would be impacted more. Results: We found almost a 12 percentage point increase in enrollment prepregnancy among first-time mothers compared with almost a 6 percentage point increase for parous women. We found significant increases in all screens and vitamins for both groups. TORCH screening increased 8 percentage points and receipt of prenatal vitamins almost 14 percentage points, by the end of 2015 for first-time mothers, compared with 5 and 4 percentage points, respectively, for parous women. Conclusions: Early enrollment and prenatal care for low-income women in Ohio could erode if the state's Medicaid expansion is altered.",Journal of women's health (2002),2019,"Journal Article; Research Support, Non-U.S. Gov't",Esther Kathleen Adams; Anne L Dunlop; Andrea E Strahan; Peter Joski; Mary Applegate; Erica Sierra,10.1089/jwh.2017.6871,"Adult; Female; Health Services Accessibility; Humans; Infant; Infant Mortality; Insurance, Health; Interrupted Time Series Analysis; Medicaid; Ohio; Patient Protection and Affordable Care Act; Poverty; Pregnancy; Pregnant People; Prenatal Care; Time Factors; United States; Young Adult",https://pubmed.ncbi.nlm.nih.gov/30156498/,,,,,,doi:10 1089 jwh 2017 6871,286
OpenAlex,,Prepregnancy Insurance and Timely Prenatal Care for Medicaid Births: Before and After the Affordable Care Act in Ohio,"Background/Objective: Persistent instability in insurance coverage before and after pregnancy among low-income mothers in the United States contributes to delayed prenatal care and poor infant outcomes. States that expand Medicaid under the Affordable Care Act (ACA) make public insurance free for many low-income women regardless of parental or pregnancy status. Our objective is to analyze the effects of expanding Medicaid in Ohio on enrollment of pregnant women and receipt of recommended prenatal care. A key objective in the state is to address infant mortality as Ohio ranks above the national average and racial disparities persist. Materials and Methods: We used linked enrollment/claims/birth certificate data for women with Medicaid-paid deliveries/births, aged 19–44 years with months of last menstrual period (LMP) in calendar year 2011–2015 ( N = 290,091). We used interrupted time-series analysis of enrollment prepregnancy and receipt of guideline-concordant screenings (anemia, asymptomatic bacteriuria, chlamydia, human immunodeficiency virus [HIV], and TORCH) and prenatal vitamins after versus before the expansion. We stratified by parity since first-time mothers would be impacted more. Results: We found almost a 12 percentage point increase in enrollment prepregnancy among first-time mothers compared with almost a 6 percentage point increase for parous women. We found significant increases in all screens and vitamins for both groups. TORCH screening increased 8 percentage points and receipt of prenatal vitamins almost 14 percentage points, by the end of 2015 for first-time mothers, compared with 5 and 4 percentage points, respectively, for parous women. Conclusions: Early enrollment and prenatal care for low-income women in Ohio could erode if the state's Medicaid expansion is altered.",Journal of Women s Health,2018,,E. Kathleen Adams; Anne L. Dunlop; Andrea E. Strahan; Peter Joski; Mary Applegate; Erica Sierra,https://doi.org/10.1089/jwh.2017.6871,,https://openalex.org/W2888810730,,https://openalex.org/W2888810730,Medicine; Medicaid; Prenatal care; Birth certificate; Pregnancy; Demography; Receipt; Socioeconomic status; Family medicine; Environmental health; Obstetrics; Health care; Population; Genetics; Sociology; Computer science; Economic growth; World Wide Web; Economics; Biology,article,42,doi:10 1089 jwh 2017 6871,286
PubMed,31800070,"Association of Special Supplemental Nutrition Program for Women, Infants, and Children With Preterm Birth and Infant Mortality.","Nearly 4 in 10 expectant mothers in the United States received Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) benefits during pregnancy between 2011 and 2017. Despite public support for the program, empirical evidence of the success of the program varies substantially.; To assess the association of WIC program participation during pregnancy by low-income expectant mothers covered by Medicaid with infant mortality by gestational age at birth and by maternal race/ethnicity in comparison with their counterparts who did not receive WIC benefits.; This cohort study obtained data from January 1, 2011, to December 31, 2017, from US live birth certificates. Data were from 11 148 261 expectant mothers who delivered live births in states that have implemented the 2003 revision of the US live birth certificate and whose insurance coverage and receipt of WIC benefits were recorded on the birth certificates. Data analysis was performed from June 2019 to October 2019.; Receipt of WIC benefits during pregnancy.; The first outcome was gestational age at birth: extremely preterm (<28 weeks), very preterm (28-32 weeks), moderate-to-late preterm (32-37 weeks), and normal term (≥37 weeks) births. The second outcome was death within the first year of life.; Among the 11 148 261 expectant mothers who delivered live births between 2011 and 2017 and were covered by Medicaid during pregnancy, the modal age at delivery was 20 to 24 years, the predominant race/ethnicity was non-Hispanic white (4 257 790 [38.2%]), and 8 145 770 (73.1%) received WIC benefits during pregnancy. The proportion of expectant mothers covered by Medicaid who also received WIC benefits decreased from 2011 to 2017 (79.3% to 67.9%; P < .001). The odds of preterm birth compared with normal term birth were lower among expectant mothers covered by Medicaid who received WIC benefits during pregnancy compared with their counterparts who did not receive WIC benefits during pregnancy (adjusted proportional odds ratio, 0.87; 95% CI, 0.86-0.87). The odds of mortality within 1 year of birth were lower for infants whose mothers were covered by Medicaid and received WIC benefits during pregnancy compared with those who did not receive WIC benefits during pregnancy (adjusted odds ratio, 0.84; 95% CI, 0.83-0.86).; This study found that receipt of WIC benefits among expectant mothers with Medicaid coverage was associated with lower risk of preterm birth and infant mortality.",JAMA network open,2019,"Journal Article; Research Support, N.I.H., Extramural",Samir Soneji; Hiram Beltrán-Sánchez,10.1001/jamanetworkopen.2019.16722,"Black or African American; Ethnicity; Female; Food Assistance; Gestational Age; Humans; Infant; Infant Mortality; Infant, Newborn; Medicaid; Poverty; Pregnancy; Premature Birth; United States; White People",https://pubmed.ncbi.nlm.nih.gov/31800070/,,,,,,doi:10 1001 jamanetworkopen 2019 16722,289
OpenAlex,,"Association of Special Supplemental Nutrition Program for Women, Infants, and Children With Preterm Birth and Infant Mortality","Importance: Nearly 4 in 10 expectant mothers in the United States received Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) benefits during pregnancy between 2011 and 2017. Despite public support for the program, empirical evidence of the success of the program varies substantially. Objective: To assess the association of WIC program participation during pregnancy by low-income expectant mothers covered by Medicaid with infant mortality by gestational age at birth and by maternal race/ethnicity in comparison with their counterparts who did not receive WIC benefits. Design, Setting, and Participants: This cohort study obtained data from January 1, 2011, to December 31, 2017, from US live birth certificates. Data were from 11 148 261 expectant mothers who delivered live births in states that have implemented the 2003 revision of the US live birth certificate and whose insurance coverage and receipt of WIC benefits were recorded on the birth certificates. Data analysis was performed from June 2019 to October 2019. Exposures: Receipt of WIC benefits during pregnancy. Main Outcomes and Measures: The first outcome was gestational age at birth: extremely preterm (<28 weeks), very preterm (28-32 weeks), moderate-to-late preterm (32-37 weeks), and normal term (≥37 weeks) births. The second outcome was death within the first year of life. Results: Among the 11 148 261 expectant mothers who delivered live births between 2011 and 2017 and were covered by Medicaid during pregnancy, the modal age at delivery was 20 to 24 years, the predominant race/ethnicity was non-Hispanic white (4 257 790 [38.2%]), and 8 145 770 (73.1%) received WIC benefits during pregnancy. The proportion of expectant mothers covered by Medicaid who also received WIC benefits decreased from 2011 to 2017 (79.3% to 67.9%; P < .001). The odds of preterm birth compared with normal term birth were lower among expectant mothers covered by Medicaid who received WIC benefits during pregnancy compared with their counterparts who did not receive WIC benefits during pregnancy (adjusted proportional odds ratio, 0.87; 95% CI, 0.86-0.87). The odds of mortality within 1 year of birth were lower for infants whose mothers were covered by Medicaid and received WIC benefits during pregnancy compared with those who did not receive WIC benefits during pregnancy (adjusted odds ratio, 0.84; 95% CI, 0.83-0.86). Conclusions and Relevance: This study found that receipt of WIC benefits among expectant mothers with Medicaid coverage was associated with lower risk of preterm birth and infant mortality.",JAMA Network Open,2019,,Samir Soneji; Hiram Beltrán‐Sánchez,https://doi.org/10.1001/jamanetworkopen.2019.16722,,https://openalex.org/W2993133343,,https://openalex.org/W2993133343,Medicine; Birth certificate; Pregnancy; Medicaid; Obstetrics; Live birth; Gestational age; Ethnic group; Pediatrics; Demography; Population; Environmental health; Health care; Economics; Genetics; Anthropology; Sociology; Biology; Economic growth,article,47,doi:10 1001 jamanetworkopen 2019 16722,289
